resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
2750_66c706,"game developer, gaming developer. game developer with 3.18 years of experience building scalable systems. worked on secure platforms. strong background in c++, linux, angular, ci/cd, docker. delivered high-impact solutions using modern engineering practices. technical skills: c++, linux, angular, ci/cd, docker, kafka, tensorflow, microservices, rust, kotlin, pandas. education: master of science, artificial intelligence and data science. expertise includes: data pipeline orchestration, continuous integration deployment (ci/cd), machine learning model training.","['c++', 'linux', 'angular', 'ci/cd', 'docker', 'kafka', 'tensorflow', 'microservices', 'rust', 'kotlin', 'pandas']","['game developer', 'gaming developer']",3.18
2751_ce9372,"full stack developer, healthtech developer. full stack developer with 4.62 years of experience building scalable systems. worked on distributed systems. strong background in linux, spring, gcp, git, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: linux, spring, gcp, git, scikit-learn, microservices, c++, vue, terraform, sql, numpy, redis. education: m.sc computer science & engineering, big data analytics. expertise includes: system architecture design, machine learning model training, continuous integration deployment (ci/cd).","['linux', 'spring', 'gcp', 'git', 'scikit-learn', 'microservices', 'c++', 'vue', 'terraform', 'sql', 'numpy', 'redis']","['full stack developer', 'healthtech developer']",4.62
2752_45365a,"backend developer, healthtech developer. backend developer with 8.6 years of experience building scalable systems. worked on cloud-native apps. strong background in rest apis, gcp, python, spring, go. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, gcp, python, spring, go, flask, redis, terraform, kotlin, swift, pandas. education: bachelor of science in computer science, department of mathematics. expertise includes: data pipeline orchestration, machine learning model training, front-end and back-end integration.","['rest apis', 'gcp', 'python', 'spring', 'go', 'flask', 'redis', 'terraform', 'kotlin', 'swift', 'pandas']","['backend developer', 'healthtech developer']",8.6
2753_753fb6,"frontend developer, healthtech developer. frontend developer with 5.68 years of experience building scalable systems. worked on cloud-native apps. strong background in kotlin, numpy, rest apis, javascript, graphql. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, numpy, rest apis, javascript, graphql, angular, aws, pandas, flask, java, django. education: b.s. information technology, software engineering. expertise includes: developed algorithm optimization, continuous integration deployment (ci/cd), machine learning model training.","['kotlin', 'numpy', 'rest apis', 'javascript', 'graphql', 'angular', 'aws', 'pandas', 'flask', 'java', 'django']","['frontend developer', 'healthtech developer']",5.68
2754_e5fa4f,"frontend developer, ai systems developer. frontend developer with 4.4 years of experience building scalable systems. worked on cloud-native apps. strong background in rest apis, java, typescript, javascript, swift. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, java, typescript, javascript, swift, azure, linux, terraform, python, sql. education: bachelor of science in computer science, department of mathematics. expertise includes: system architecture design, restful api development, microservices, managed database structures.","['rest apis', 'java', 'typescript', 'javascript', 'swift', 'azure', 'linux', 'terraform', 'python', 'sql']","['frontend developer', 'ai systems developer']",4.4
2755_645853,"machine learning engineer, healthtech engineer. machine learning engineer with 9.94 years of experience building scalable systems. worked on ml pipelines. strong background in django, vue, scikit-learn, rust, flask. delivered high-impact solutions using modern engineering practices. technical skills: django, vue, scikit-learn, rust, flask, azure, postgresql, microservices, java, go, python, linux. education: bachelor of science in computer science, department of mathematics. expertise includes: continuous integration deployment (ci/cd), data pipeline orchestration, developed algorithm optimization.","['django', 'vue', 'scikit-learn', 'rust', 'flask', 'azure', 'postgresql', 'microservices', 'java', 'go', 'python', 'linux']","['machine learning engineer', 'healthtech engineer']",9.94
2756_f87f85,"data scientist. data scientist with 6.91 years of experience building scalable systems. worked on cloud-native apps. strong background in aws, react, flask, django, postgresql. delivered high-impact solutions using modern engineering practices. technical skills: aws, react, flask, django, postgresql, kafka. education: b.s. information technology, software engineering. expertise includes: machine learning model training, front-end and back-end integration, restful api development, microservices.","['aws', 'react', 'flask', 'django', 'postgresql', 'kafka']",['data scientist'],6.91
2757_dc9936,"ai engineer, healthtech engineer. ai engineer with 10.68 years of experience building scalable systems. worked on secure platforms. strong background in go, pandas, angular, azure, typescript. delivered high-impact solutions using modern engineering practices. technical skills: go, pandas, angular, azure, typescript, mongodb, ci/cd. education: b.s. information technology, software engineering. expertise includes: machine learning model training, continuous integration deployment (ci/cd), cloud infrastructure provisioning.","['go', 'pandas', 'angular', 'azure', 'typescript', 'mongodb', 'ci/cd']","['ai engineer', 'healthtech engineer']",10.68
2758_f05166,"site reliability engineer, gaming engineer. site reliability engineer with 9.7 years of experience building scalable systems. worked on ml pipelines. strong background in java, kotlin, c++, tensorflow, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: java, kotlin, c++, tensorflow, mongodb, aws, pytorch. education: bachelor of science in computer science, department of mathematics. expertise includes: developed algorithm optimization, restful api development, microservices, machine learning model training.","['java', 'kotlin', 'c++', 'tensorflow', 'mongodb', 'aws', 'pytorch']","['site reliability engineer', 'gaming engineer']",9.7
2759_87978a,"machine learning engineer, e-commerce engineer. machine learning engineer with 2.01 years of experience building scalable systems. worked on secure platforms. strong background in aws, postgresql, sql, graphql, flask. delivered high-impact solutions using modern engineering practices. technical skills: aws, postgresql, sql, graphql, flask, go. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, cloud infrastructure provisioning, managed database structures.","['aws', 'postgresql', 'sql', 'graphql', 'flask', 'go']","['machine learning engineer', 'e-commerce engineer']",2.01
2760_63dd2a,"cloud engineer, healthtech engineer. cloud engineer with 1.16 years of experience building scalable systems. worked on cloud-native apps. strong background in linux, kotlin, docker, postgresql, typescript. delivered high-impact solutions using modern engineering practices. technical skills: linux, kotlin, docker, postgresql, typescript, angular, python. education: m.sc computer science & engineering, big data analytics. expertise includes: agile methodologies, scrum, front-end and back-end integration, continuous integration deployment (ci/cd).","['linux', 'kotlin', 'docker', 'postgresql', 'typescript', 'angular', 'python']","['cloud engineer', 'healthtech engineer']",1.16
